test_id,group_id,group_name,group_type,smiles,formula,inchi,python_success,python_groups,python_n_groups,python_error
223,31,Specificity test for group 31,Specificity,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-1(7,2(8,9)10)4(14,15)18-5(16,17)3(11,12)13",True,"[17, 23, 31, 48]",4,
224,31,Specificity test for group 31,Specificity,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-1(7,2(8,9)10)4(14,15)18-5(16,17)3(11,12)13",True,"[17, 23, 31, 48]",4,
225,16,Specificity test for group 16,Specificity,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-2(7,8)1(3(9,10)11,4(12,13)14)18-5(15,16)17",True,"[17, 23, 31]",3,
226,31,Specificity test for group 31,Specificity,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F12O,"InChI=1S/C5F12O/c6-2(7,8)1(3(9,10)11,4(12,13)14)18-5(15,16)17",True,"[17, 23, 31]",3,
227,16,Specificity test for group 16,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C5H4F12O2,"InChI=1S/C5F12O2/c6-1(7,8)2(9,10)18-3(11,12)4(13,14)19-5(15,16)17",True,"[16, 17, 23, 31, 48]",5,
228,17,Specificity test for group 17,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C5H4F12O2,"InChI=1S/C5F12O2/c6-1(7,8)2(9,10)18-3(11,12)4(13,14)19-5(15,16)17",True,"[16, 17, 23, 31, 48]",5,
229,31,Specificity test for group 31,Specificity,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C5H4F12O2,"InChI=1S/C5F12O2/c6-1(7,8)2(9,10)18-3(11,12)4(13,14)19-5(15,16)17",True,"[16, 17, 23, 31, 48]",5,
230,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5F12O2S,"InChI=1S/C5F12O2S/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)20(17,18)19",True,"[23, 26, 48]",3,
231,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5F12O2S,"InChI=1S/C5F12O2S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19",True,"[23, 26, 48]",3,
232,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5F12O2S,"InChI=1S/C5F12O2S/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)20(17,18)19",True,"[23, 26]",2,
233,29,Specificity test for group 29,Specificity,[H]C(F)(F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F10O,"InChI=1S/C5H2F10O/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)16/h1,16H",True,[29],1,
234,29,Specificity test for group 29,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(O)(F)F,C5H2F10O,"InChI=1S/C5H2F10O/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)16/h1,16H",True,"[29, 48]",2,
235,38,Specificity test for group 38,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)O,C5H2F10O2S,"InChI=1S/C5H2F10O2S/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)18(16)17/h1H,(H,16,17)",True,[38],1,
236,38,Specificity test for group 38,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)S(=O)O,C5H2F10O2S,"InChI=1S/C5H2F10O2S/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)18(16)17/h1H,(H,16,17)",True,"[38, 48]",2,
237,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H2F10O3S,"InChI=1S/C5H2F10O3S/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)19(16,17)18/h1H,(H,16,17,18)",True,"[7, 36]",2,
238,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H2F10O3S,"InChI=1S/C5H2F10O3S/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)19(16,17)18/h1H,(H,16,17,18)",True,"[7, 36]",2,
239,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)S(=O)(=O)O,C5H2F10O3S,"InChI=1S/C5H2F10O3S/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)19(16,17)18/h1H,(H,16,17,18)",True,"[7, 36, 48]",3,
240,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)S(=O)(=O)O,C5H2F10O3S,"InChI=1S/C5H2F10O3S/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)19(16,17)18/h1H,(H,16,17,18)",True,"[7, 36, 48]",3,
241,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(3(8,9)10,19-5(13,14)15)4(11,12)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36]",4,
242,10,Specificity test for group 10,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(3(8,9)10,19-5(13,14)15)4(11,12)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36]",4,
243,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(3(8,9)10,19-5(13,14)15)4(11,12)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36]",4,
244,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(3(8,9)10,19-5(13,14)15)4(11,12)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36]",4,
245,7,Specificity test for group 7,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(8,3(9,10)11)19-4(12,13)5(14,15)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36, 48]",5,
246,10,Specificity test for group 10,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(8,3(9,10)11)19-4(12,13)5(14,15)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36, 48]",5,
247,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(8,3(9,10)11)19-4(12,13)5(14,15)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36, 48]",5,
248,36,Specificity test for group 36,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F,C5H4F10O4S,"InChI=1S/C5H2F10O4S/c6-1(7)2(8,3(9,10)11)19-4(12,13)5(14,15)20(16,17)18/h1H,(H,16,17,18)",True,"[7, 10, 31, 36, 48]",5,
249,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H2F10O6S2,"InChI=1S/C5H2F10O6S2/c6-1(3(9,10)11,4(12,13)22(16,17)18)2(7,8)5(14,15)23(19,20)21/h(H,16,17,18)(H,19,20,21)",True,"[7, 8, 36, 48]",4,
250,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,C5H2F10O6S2,"InChI=1S/C5H2F10O6S2/c6-1(7,2(8,9)4(12,13)22(16,17)18)3(10,11)5(14,15)23(19,20)21/h(H,16,17,18)(H,19,20,21)",True,"[7, 8, 36, 48]",4,
251,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C5H2F10O6S2,"InChI=1S/C5H2F10O6S2/c6-2(7,8)1(3(9,10)11,4(12,13)22(16,17)18)5(14,15)23(19,20)21/h(H,16,17,18)(H,19,20,21)",True,"[7, 8, 36]",3,
252,37,Specificity test for group 37,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)SO,C5H2F10OS,"InChI=1S/C5H2F10OS/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)17-16/h1,16H",True,[37],1,
253,37,Specificity test for group 37,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)SO,C5H2F10OS,"InChI=1S/C5H2F10OS/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)17-16/h1,16H",True,"[37, 48]",2,
254,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(NC(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H4F11N,"InChI=1S/C5H2F11N/c6-1(7)2(3(8,9)10,4(11,12)13)17-5(14,15)16/h1,17H",True,[47],1,
255,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(F)(NC(F)(F)C(F)(F)F)C(F)(F)F,C5H4F11N,"InChI=1S/C5H2F11N/c6-1(7)2(8,3(9,10)11)17-5(15,16)4(12,13)14/h1,17H",True,"[47, 48]",2,
256,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40, 48]",3,
257,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40, 48]",3,
258,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40, 48]",3,
259,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40, 48]",3,
260,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40, 48]",3,
261,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40]",2,
262,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F11O2P,"InChI=1S/C5H2F11O2P/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)19(17)18/h19H,(H,17,18)",True,"[13, 40]",2,
263,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39, 48]",3,
264,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39, 48]",3,
265,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39, 48]",3,
266,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39, 48]",3,
267,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39, 48]",3,
268,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39]",2,
269,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F11O3P,"InChI=1S/C5H2F11O3P/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)20(17,18)19/h(H2,17,18,19)",True,"[12, 39]",2,
270,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C5H3F12NO2S,"InChI=1S/C5H2F12NO2S/c6-1(2(7,8)9,3(10,11)12)18-21(19,20)5(16,17)4(13,14)15/h21H,(H,18,19,20)",True,"[23, 43, 47, 48]",4,
271,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F12NO2S,"InChI=1S/C5H2F12NO2S/c6-1(7,2(8,9)10)5(16,17)21(19,20)18-4(14,15)3(11,12)13/h21H,(H,18,19,20)",True,"[23, 43, 47, 48]",4,
272,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F12NO2S,"InChI=1S/C5H2F12NO2S/c6-1(7,2(8,9)10)5(16,17)21(19,20)18-4(14,15)3(11,12)13/h21H,(H,18,19,20)",True,"[23, 43, 47, 48]",4,
273,47,Specificity test for group 47,Specificity,O=S(=O)(NC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F12NO2S,"InChI=1S/C5H2F12NO2S/c6-1(7,2(8,9)10)5(16,17)21(19,20)18-4(14,15)3(11,12)13/h21H,(H,18,19,20)",True,"[23, 43, 47, 48]",4,
274,43,Specificity test for group 43,Specificity,O=S(=O)(NC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C5H3F12NO2S,"InChI=1S/C5H2F12NO2S/c6-2(7,8)1(3(9,10)11,4(12,13)14)18-21(19,20)5(15,16)17/h21H,(H,18,19,20)",True,"[23, 43, 47]",3,
275,40,Specificity test for group 40,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)[PH](=O)O,C5H3F10O2P,"InChI=1S/C5H3F10O2P/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)18(16)17/h1,18H,(H,16,17)",True,[40],1,
276,40,Specificity test for group 40,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)[PH](=O)O,C5H3F10O2P,"InChI=1S/C5H3F10O2P/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)18(16)17/h1,18H,(H,16,17)",True,"[40, 48]",2,
277,39,Specificity test for group 39,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)P(=O)(O)O,C5H3F10O3P,"InChI=1S/C5H3F10O3P/c6-1(7)2(3(8,9)10,4(11,12)13)5(14,15)19(16,17)18/h1H,(H2,16,17,18)",True,[39],1,
278,39,Specificity test for group 39,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)P(=O)(O)O,C5H3F10O3P,"InChI=1S/C5H3F10O3P/c6-1(7)2(8,4(11,12)13)3(9,10)5(14,15)19(16,17)18/h1H,(H2,16,17,18)",True,"[39, 48]",2,
279,43,Specificity test for group 43,Specificity,[H]C(F)(F)C(NS(=O)(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H4F11NO2S,"InChI=1S/C5H3F11NO2S/c6-1(7)2(3(8,9)10,4(11,12)13)17-20(18,19)5(14,15)16/h1,20H,(H,17,18,19)",True,"[43, 47]",2,
280,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(NS(=O)(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H4F11NO2S,"InChI=1S/C5H3F11NO2S/c6-1(7)2(3(8,9)10,4(11,12)13)17-20(18,19)5(14,15)16/h1,20H,(H,17,18,19)",True,"[43, 47]",2,
281,43,Specificity test for group 43,Specificity,[H]C(F)(F)C(F)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C5H4F11NO2S,"InChI=1S/C5H3F11NO2S/c6-1(7)2(8,3(9,10)11)17-20(18,19)5(15,16)4(12,13)14/h1,20H,(H,17,18,19)",True,"[43, 47, 48]",3,
282,47,Specificity test for group 47,Specificity,[H]C(F)(F)C(F)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C5H4F11NO2S,"InChI=1S/C5H3F11NO2S/c6-1(7)2(8,3(9,10)11)17-20(18,19)5(15,16)4(12,13)14/h1,20H,(H,17,18,19)",True,"[43, 47, 48]",3,
283,34,Specificity test for group 34,Specificity,O=C(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F10NO,"InChI=1S/C5HF10NO/c6-2(7,1(17)16-5(13,14)15)3(8,9)4(10,11)12/h(H,16,17)",True,"[34, 48]",2,
284,34,Specificity test for group 34,Specificity,O=C(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H3F10NO,"InChI=1S/C5HF10NO/c6-2(7,1(17)16-5(13,14)15)3(8,9)4(10,11)12/h(H,16,17)",True,"[34, 48]",2,
285,14,Specificity test for group 14,Specificity,OC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)17/h17H",True,"[14, 29, 48]",3,
286,29,Specificity test for group 29,Specificity,OC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)17/h17H",True,"[14, 29, 48]",3,
287,17,Specificity test for group 17,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H3F11O,"InChI=1S/C5HF11O/c6-1(7)2(3(8,9)10,4(11,12)13)17-5(14,15)16/h1H",True,"[17, 31]",2,
288,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H3F11O,"InChI=1S/C5HF11O/c6-1(7)2(3(8,9)10,4(11,12)13)17-5(14,15)16/h1H",True,"[17, 31]",2,
289,17,Specificity test for group 17,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,C5H3F11O,"InChI=1S/C5HF11O/c6-1(7)2(8,3(9,10)11)17-5(15,16)4(12,13)14/h1H",True,"[17, 31, 48]",3,
290,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,C5H3F11O,"InChI=1S/C5HF11O/c6-1(7)2(8,3(9,10)11)17-5(15,16)4(12,13)14/h1H",True,"[17, 31, 48]",3,
291,14,Specificity test for group 14,Specificity,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17/h17H",True,"[14, 29, 48]",3,
292,29,Specificity test for group 29,Specificity,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17/h17H",True,"[14, 29, 48]",3,
293,29,Specificity test for group 29,Specificity,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)17/h17H",True,"[14, 29, 48]",3,
294,14,Specificity test for group 14,Specificity,OC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)17/h17H",True,"[14, 29]",2,
295,29,Specificity test for group 29,Specificity,OC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O,"InChI=1S/C5HF11O/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)17/h17H",True,"[14, 29]",2,
296,11,Specificity test for group 11,Specificity,O=S(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38, 48]",3,
297,38,Specificity test for group 38,Specificity,O=S(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38, 48]",3,
298,11,Specificity test for group 11,Specificity,O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38, 48]",3,
299,38,Specificity test for group 38,Specificity,O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38, 48]",3,
300,38,Specificity test for group 38,Specificity,O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38, 48]",3,
301,11,Specificity test for group 11,Specificity,O=S(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38]",2,
302,38,Specificity test for group 38,Specificity,O=S(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O2S,"InChI=1S/C5HF11O2S/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)19(17)18/h(H,17,18)",True,"[11, 38]",2,
303,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
304,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
305,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
306,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
307,7,Specificity test for group 7,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
308,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36, 48]",4,
309,6,Specificity test for group 6,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36]",3,
310,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11O3S,"InChI=1S/C5HF11O3S/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)20(17,18)19/h(H,17,18,19)",True,"[6, 7, 36]",3,
311,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(2(7,8)9,3(10,11)12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
