test_id,expected_group,expected_group_name,python_groups,python_group_names,html_groups,html_group_names,exact_match,python_success,missing_in_html,missing_in_html_names,extra_in_html,extra_in_html_names,smiles,formula
497,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C7H2F15I
498,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(C(F)(F)I)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7F15I
499,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(I)C(F)(F)F,C7H2F15I
500,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F16O
501,16,Specificity test for group 16,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(C(F)(F)F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F16O2
502,26,Specificity test for group 26,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,True,True,[],,[],,O=S(=O)(F)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7F16O2S
503,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)Cl)C(F)(F)C(F)(F)F,C7H2ClF11O
504,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)Cl)C(F)(F)F,C7H2ClF11O
505,3,Specificity test for group 3,"[33, 48]",33:carboxylic acid; 48:alkane,"[3, 33, 48]",3:Perfluoroalkyl dicarboxylic acids; 33:carboxylic acid; 48:alkane,False,True,[],,[3],3:Perfluoroalkyl dicarboxylic acids,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C7H2F10O4
506,3,Specificity test for group 3,"[33, 48]",33:carboxylic acid; 48:alkane,"[3, 33, 48]",3:Perfluoroalkyl dicarboxylic acids; 33:carboxylic acid; 48:alkane,False,True,[],,[3],3:Perfluoroalkyl dicarboxylic acids,O=C(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(=O)O,C7H2F10O4
507,3,Specificity test for group 3,[33],33:carboxylic acid,"[3, 33]",3:Perfluoroalkyl dicarboxylic acids; 33:carboxylic acid,False,True,[],,[3],3:Perfluoroalkyl dicarboxylic acids,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C7H2F10O4
508,19,Specificity test for group 19,"[41, 49]",41:ethene; 49:alkene,"[19, 41, 49]",19:Hydrofluoroolefins; 41:ethene; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F12
508,19,Specificity test for group 19,"[41, 49]",41:ethene; 49:alkene,"[19, 41, 49]",19:Hydrofluoroolefins; 41:ethene; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F12
510,19,Specificity test for group 19,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(F)(C=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H4F12
510,19,Specificity test for group 19,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(F)(C=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H4F12
512,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C7H4F12O2
513,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F12O2
513,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F12O2
515,32,Specificity test for group 32,[32],32:ester,[32],32:ester,True,True,[],,[],,O=C(OCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H4F12O2
516,14,Specificity test for group 14,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,OC(F)(F)C(F)(C(F)(F)F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F14O2
517,8,Specificity test for group 8,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H2F14O6S2
518,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O2P
518,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O2P
520,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O3P
520,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H2F15O3P
522,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H3F16NO2S
523,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(=O)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F11O
523,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(=O)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F11O
525,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(=O)C([H])(F)C(F)(F)F,C7H5F11O
525,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(=O)C([H])(F)C(F)(F)F,C7H5F11O
527,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)O)C(F)(F)F,C7H3F11O2
527,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(C(=O)O)C(F)(F)F,C7H3F11O2
529,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C7H3F11O2
529,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C7H3F11O2
531,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(COC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C7H5F11O2
532,32,Specificity test for group 32,[32],32:ester,[32],32:ester,True,True,[],,[],,[H]C(F)(F)C(COC(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H5F11O2
533,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3
533,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3
533,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3
533,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC(F)(C(=O)O)C(F)(F)F,C7H5F11O3
537,42,Specificity test for group 42,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(I)C([H])(F)C(F)(F)F,C7H5F12I
538,42,Specificity test for group 42,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(F)(I)C(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F12I
539,44,Specificity test for group 44,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2
539,44,Specificity test for group 44,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2
539,44,Specificity test for group 44,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2
539,44,Specificity test for group 44,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,"[22, 44, 48, 51]",22:Side-chain fluorinated aromatics; 44:azole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,C7H3F9N2
543,33,Specificity test for group 33,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H4F10O2
544,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3
544,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3
544,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3
544,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C([H])(F)OC(C(F)(F)F)(C([H])(F)C(=O)O)C(F)(F)C(F)(F)F,C7H6F10O3
548,34,Specificity test for group 34,"[34, 48]",34:amide; 48:alkane,"[34, 48]",34:amide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)NC(=O)C([H])(F)C(F)(F)F,C7H6F11NO
549,34,Specificity test for group 34,"[34, 48]",34:amide; 48:alkane,"[34, 48]",34:amide; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(=O)NC(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H6F11NO
550,17,Specificity test for group 17,"[17, 21, 31, 48]",17:Hydrofluoroethers; 21:Semi-fluorinated alkanes; 31:ether; 48:alkane,"[17, 21, 31, 48]",17:Hydrofluoroethers; 21:Semi-fluorinated alkanes; 31:ether; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)F,C7H6F12O
550,17,Specificity test for group 17,"[17, 21, 31, 48]",17:Hydrofluoroethers; 21:Semi-fluorinated alkanes; 31:ether; 48:alkane,"[17, 21, 31, 48]",17:Hydrofluoroethers; 21:Semi-fluorinated alkanes; 31:ether; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)F,C7H6F12O
552,29,Specificity test for group 29,"[21, 29, 48]",21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[21, 29, 48]",21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(O)(F)F)C(F)(F)F,C7H5F11O
553,38,Specificity test for group 38,"[21, 38, 48]",21:Semi-fluorinated alkanes; 38:sulfinic acid; 48:alkane,"[21, 38, 48]",21:Semi-fluorinated alkanes; 38:sulfinic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)O,C7H5F11O2S
554,7,Specificity test for group 7,"[7, 21, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 21:Semi-fluorinated alkanes; 36:sulfonic acid; 48:alkane,"[7, 21, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 21:Semi-fluorinated alkanes; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H5F11O3S
554,7,Specificity test for group 7,"[7, 21, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 21:Semi-fluorinated alkanes; 36:sulfonic acid; 48:alkane,"[7, 21, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 21:Semi-fluorinated alkanes; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)S(=O)(=O)O,C7H5F11O3S
556,7,Specificity test for group 7,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S
556,7,Specificity test for group 7,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S
556,7,Specificity test for group 7,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S
556,7,Specificity test for group 7,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,"[7, 10, 21, 31, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 10:Polyfluoroalkylether sulfonic acid; 21:Semi-fluorinated alkanes; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(OC(F)(F)F)C(F)(F)S(=O)(=O)O,C7H7F11O4S
560,37,Specificity test for group 37,"[21, 37, 48]",21:Semi-fluorinated alkanes; 37:sulfenic acid; 48:alkane,"[21, 37, 48]",21:Semi-fluorinated alkanes; 37:sulfenic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)SO,C7H5F11OS
561,47,Specificity test for group 47,"[47, 48]",47:amine; 48:alkane,"[47, 48]",47:amine; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NC(F)(F)F)C(F)(F)F,C7H7F12N
562,40,Specificity test for group 40,"[40, 48]",40:phosphinic acid; 48:alkane,"[40, 48]",40:phosphinic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)[PH](=O)O,C7H6F11O2P
563,39,Specificity test for group 39,"[39, 48]",39:phosphonic acid; 48:alkane,"[39, 48]",39:phosphonic acid; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)P(=O)(O)O,C7H6F11O3P
564,43,Specificity test for group 43,"[43, 47, 48]",43:sulfonamide; 47:amine; 48:alkane,"[43, 47, 48]",43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C7H7F12NO2S
564,43,Specificity test for group 43,"[43, 47, 48]",43:sulfonamide; 47:amine; 48:alkane,"[43, 47, 48]",43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C7H7F12NO2S
566,15,Specificity test for group 15,"[15, 48]",15:fluorotelomer alcohols; 48:alkane,"[15, 21, 48]",15:fluorotelomer alcohols; 21:Semi-fluorinated alkanes; 48:alkane,False,True,[],,[21],21:Semi-fluorinated alkanes,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H7F9O
567,50,Specificity test for group 50,"[48, 50]",48:alkane; 50:alkyne,"[48, 50]",48:alkane; 50:alkyne,True,True,[],,[],,[H]C(F)(F)C(F)(C#CC(F)(F)C(F)(F)F)C(F)(F)F,C7H3F11
568,50,Specificity test for group 50,[50],50:alkyne,[50],50:alkyne,True,True,[],,[],,[H]C(F)(F)C(C#CC(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F11
569,41,Specificity test for group 41,"[41, 49]",41:ethene; 49:alkene,"[19, 41, 49]",19:Hydrofluoroolefins; 41:ethene; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F13
569,41,Specificity test for group 41,"[41, 49]",41:ethene; 49:alkene,"[19, 41, 49]",19:Hydrofluoroolefins; 41:ethene; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F13
